Node,BC
C0065684,4.37E-07
C0065693,9.93E-05
C0065709,0
C0065739,0
C0065749,1.28E-07
C0065751,8.01E-07
C0065752,4.55E-07
C0065757,0
C0065764,0
C0065772,0
C0065827,0.002526919
C0065828,4.13E-08
C0065839,1.14E-07
C0065844,0
C0065864,4.13E-07
C0065911,0
C0066005,8.63E-05
C0066014,0
C0066030,0
C0066080,0
C0066153,9.90E-05
C0066256,1.48E-06
C0066265,0
C0066350,1.89E-06
C0066400,0
C0066468,2.74E-08
C0066484,1.08E-06
C0066503,1.07E-07
C0066510,1.72E-07
C0066535,0
C0066563,3.76E-06
C0066565,4.93E-05
C0066621,0
C0066677,0
C0066733,1.33E-08
C0066772,1.24E-06
C0066776,9.37E-07
C0066801,2.91E-07
C0066814,5.45E-06
C0066824,0
C0066831,0
C0066908,4.44E-06
C0066928,5.61E-06
C0067067,3.55E-06
C0067072,0
C0067087,0
C0067116,0
C0067228,9.74E-05
C0067305,0
C0067376,0
C0067385,7.20E-06
C0067430,0
C0067453,0
C0067684,3.55E-08
C0067742,0
C0067762,0.000235063
C0067764,0
C0067768,0
C0067835,0
C0067995,0
C0068006,1.35E-06
C0068051,4.87E-05
C0068121,1.97E-07
C0068238,0
C0068268,0
C0068333,0
C0068355,5.31E-06
C0068450,0
C0068475,8.95E-07
C0068515,0
C0068527,2.04E-06
C0068580,0
C0068601,3.67E-07
C0068700,0
C0068707,1.49E-06
C0068711,0
C0068742,8.59E-08
C0068773,7.45E-08
C0068788,3.74E-05
C0068798,0
C0068808,7.15E-08
C0068812,0
C0068899,7.50E-05
C0068941,4.17E-07
C0068996,0
C0069057,0
C0069065,2.33E-06
C0069113,0
C0069117,0
C0069139,0.000125263
C0069141,0
C0069156,4.88E-05
C0069180,0
C0069197,0
C0069227,0
C0069299,6.52E-05
C0069304,0.000112025
C0069351,9.28E-08
C0069397,2.49E-06
C0069402,0
C0069407,0
C0069413,0
C0069426,0
C0069428,4.87E-07
C0069449,4.89E-05
C0069494,0
C0069508,0
C0069515,0.000129204
C0069532,0
C0069535,1.33E-06
C0069560,5.21E-07
C0069580,0
C0069590,5.75E-06
C0069610,0
C0069632,0
C0069643,0
C0069676,1.72E-06
C0069715,0
C0069717,7.62E-06
C0069821,9.86E-07
C0069822,0
C0069838,1.32E-08
C0069851,1.02E-08
C0069856,6.81E-09
C0069906,2.68E-06
C0069919,1.83E-06
C0069939,0
C0069962,0
C0069966,2.39E-08
C0070002,1.71E-07
C0070093,0
C0070122,1.77E-08
C0070126,9.86E-08
C0070166,2.83E-05
C0070198,0
C0070235,1.18E-08
C0070286,0
C0070306,1.79E-08
C0070320,2.59E-07
C0070325,9.56E-07
C0070349,0
C0070358,5.05E-05
C0070394,0
C0070403,0
C0070410,0.000107306
C0070435,1.05E-08
C0070558,3.76E-07
C0070627,0
C0070686,0
C0070689,0
C0070694,6.06E-08
C0070798,1.30E-06
C0070799,1.30E-07
C0070813,2.39E-08
C0070895,4.87E-05
C0070926,0
C0070980,0
C0071011,4.48E-08
C0071042,0
C0071061,0
C0071067,2.40E-08
C0071097,3.84E-05
C0071098,6.41E-08
C0071105,3.45E-07
C0071112,0
C0071163,5.10E-05
C0071174,5.89E-08
C0071208,0
C0071214,1.01E-07
C0071216,1.14E-06
C0071234,1.68E-06
C0071253,8.79E-05
C0071286,0
C0071312,2.62E-08
C0071313,3.11E-07
C0071315,1.24E-07
C0071330,0
C0071332,0
C0071345,8.41E-08
C0071346,3.36E-07
C0071349,0
C0071359,0
C0071360,1.37E-05
C0071486,0
C0071490,0
C0071500,0
C0071504,0
C0071513,0
C0071524,0
C0071526,0
C0071538,7.34E-06
C0071568,0
C0071584,0
C0071590,0
C0071599,0
C0071610,0
C0071613,8.56E-08
C0071629,0
C0071649,0.000238735
C0071653,0
C0071669,4.87E-05
C0071677,1.08E-06
C0071710,0
C0071728,0
C0071754,0
C0071755,0
C0071766,0
C0071777,4.87E-08
C0071795,0.000312106
C0071839,0
C0071972,0
C0071973,3.35E-07
C0071986,1.55E-07
C0072027,0.000205764
C0072036,0
C0072053,7.90E-07
C0072059,0
C0072061,0.000195894
C0072074,1.69E-06
C0072090,4.17E-06
C0072092,0
C0072108,5.80E-05
C0072132,0
C0072184,8.44E-05
C0072186,0
C0072189,0
C0072225,0
C0072245,0
C0072249,7.48E-08
C0072296,4.87E-05
C0072310,0
C0072313,0
C0072323,6.54E-07
C0072354,6.01E-05
C0072378,0
C0072393,7.66E-05
C0072399,6.77E-08
C0072402,9.80E-05
C0072403,0
C0072422,3.32E-06
C0072434,1.47E-06
C0072436,1.13E-08
C0072460,1.57E-07
C0072470,0
C0072480,3.41E-08
C0072489,0
C0072497,0
C0072522,0
C0072553,0
C0072565,4.89E-05
C0072591,6.46E-08
C0072595,0
C0072600,8.32E-06
C0072626,0
C0072632,0
C0072634,5.17E-09
C0072638,4.43E-08
C0072642,1.69E-06
C0072767,0
C0072768,5.56E-07
C0072769,0
C0072836,5.31E-06
C0072879,2.38E-06
C0072902,0
C0072916,2.12E-08
C0072973,2.09E-06
C0072978,4.42E-05
C0072980,0.000125274
C0073020,8.66E-08
C0073096,0.000507837
C0073177,0
C0073188,2.53E-07
C0073194,0
C0073221,1.24E-08
C0073237,0
C0073240,9.89E-05
C0073243,7.78E-08
C0073249,0
C0073256,0
C0073275,0
C0073302,0
C0073316,1.30E-07
C0073320,0
C0073341,0
C0073361,1.31E-08
C0073374,7.41E-07
C0073379,5.18E-08
C0073385,4.89E-05
C0073393,5.08E-05
C0073398,0
C0073423,1.68E-07
C0073424,0
C0073430,4.18E-08
C0073432,1.67E-06
C0073434,3.97E-08
C0073435,0
C0073561,1.30E-06
C0073571,5.00E-05
C0073590,7.84E-09
C0073603,1.34E-07
C0073631,1.68E-07
C0073683,0
C0073738,0
C0073894,3.92E-07
C0073959,8.65E-08
C0073969,7.80E-08
C0073987,4.39E-07
C0073992,0
C0074018,0
C0074129,1.85E-08
C0074247,4.89E-05
C0074289,0
C0074302,2.56E-06
C0074312,4.91E-05
C0074343,0
C0074375,0
C0074378,0
C0074393,3.20E-06
C0074398,0
C0074414,0.000190926
C0074447,0
C0074455,5.97E-07
C0074468,4.88E-05
C0074493,3.82E-08
C0074504,1.27E-06
C0074512,1.67E-07
C0074525,0
C0074528,0
C0074529,6.18E-05
C0074538,1.48E-08
C0074554,4.05E-06
C0074558,3.48E-07
C0074565,4.89E-05
C0074568,4.36E-07
C0074572,8.69E-08
C0074712,3.19E-09
C0074719,8.29E-07
C0074722,5.02E-05
C0074745,0
C0074774,0
C0074782,0
C0074785,7.77E-08
C0074825,2.02E-08
C0074830,0.000113696
C0074854,4.31E-07
C0074926,5.71E-06
C0074987,0
C0074992,0.003095933
C0074993,0
C0075086,3.81E-07
C0075128,4.87E-05
C0075134,7.33E-09
C0075152,0
C0075189,0
C0075193,0
C0075212,2.73E-05
C0075239,0
C0075246,0
C0075262,0
C0075278,4.87E-05
C0075290,0
C0075337,7.45E-09
C0075351,0
C0075372,0.000146085
C0075429,4.87E-05
C0075444,0
C0075591,0
C0075660,0
C0075691,2.10E-07
C0075710,0
C0075747,0
C0075749,0
C0075783,0
C0075810,0
C0075813,0
C0075816,0
C0075821,0
C0075857,2.32E-08
C0075870,2.80E-07
C0075928,3.57E-07
C0076062,0
C0076080,1.01E-05
C0076109,0
C0076110,2.21E-06
C0076150,7.33E-08
C0076172,0
C0076220,1.23E-09
C0076248,0
C0076252,0
C0076255,8.38E-08
C0076271,4.94E-05
C0076305,0
C0076306,0
C0076316,1.34E-06
C0076374,0
C0076379,1.82E-06
C0076380,4.88E-05
C0076425,4.87E-05
C0076433,0
C0076466,0
C0076506,3.68E-08
C0076520,0
C0076552,0
C0076570,4.87E-05
C0076575,8.70E-07
C0076591,3.39E-08
C0076611,1.10E-07
C0076612,1.30E-05
C0076628,0
C0076635,0
C0076651,0
C0076656,8.09E-07
C0076727,3.85E-06
C0076733,3.45E-07
C0076765,0
C0076797,0
C0076817,1.35E-07
C0076823,4.91E-05
C0076829,9.99E-07
C0076836,1.36E-07
C0076930,0
C0076934,1.49E-08
C0076994,0
C0077024,0
C0077025,0
C0077063,9.74E-05
C0077067,0
C0077071,0
C0077072,5.24E-07
C0077089,1.77E-09
C0077132,0
C0077172,1.78E-08
C0077194,1.25E-07
C0077204,3.13E-05
C0077246,0
C0077249,0
C0077273,0
C0077274,3.33E-07
C0077361,0
C0077401,1.01E-05
C0077404,3.10E-05
C0077408,0
C0077410,0
C0077503,2.20E-05
C0077524,2.03E-06
C0077536,4.91E-05
C0077566,0
C0077597,0
C0077598,0
C0077599,0
C0077608,4.58E-07
C0077656,0
C0077678,0.000160631
C0077801,0
C0077826,0
C0077854,0
C0077901,0
C0077918,5.48E-07
C0077932,1.32E-05
C0077938,2.08E-05
C0077967,0
C0077968,2.73E-08
C0078032,4.59E-08
C0078049,0
C0078056,1.11E-06
C0078057,2.38E-06
C0078058,4.56E-06
C0078067,4.87E-05
C0078080,0
C0078137,0
C0078140,2.20E-06
C0078208,9.08E-08
C0078245,2.98E-08
C0078257,1.72E-08
C0078307,3.94E-08
C0078338,0
C0078375,1.08E-08
C0078387,0
C0078388,0
C0078464,1.09E-06
C0078479,0
C0078503,2.93E-09
C0078516,4.61E-07
C0078517,4.15E-06
C0078569,8.07E-07
C0078643,0
C0078652,0
C0078671,0
C0078755,0
C0078774,4.87E-05
C0078784,0
C0078791,0
C0078794,4.89E-07
C0078803,7.88E-09
C0078809,0
C0078814,0
C0078839,0
C0078888,0
C0078911,4.99E-05
C0078939,3.55E-07
C0078944,1.08E-06
C0078945,0
C0078960,3.89E-05
C0078968,0
C0078981,1.19E-07
C0078988,0.000141636
C0078989,0
C0078995,0
C0079005,0.000170286
C0079017,0
C0079024,0
C0079027,0.000139273
C0079031,1.54E-06
C0079035,3.48E-07
C0079043,5.54E-06
C0079050,2.53E-08
C0079073,1.75E-07
C0079083,2.34E-05
C0079104,0
C0079134,1.05E-06
C0079159,1.24E-05
C0079160,6.98E-05
C0079172,0
C0079183,0
C0079184,5.47E-05
C0079186,0
C0079189,0.005676115
C0079201,0
C0079218,3.60E-07
C0079225,5.45E-07
C0079238,7.13E-08
C0079240,6.92E-05
C0079247,0
C0079259,3.97E-06
C0079278,5.15E-05
C0079280,0
C0079281,2.23E-05
C0079284,2.85E-08
C0079291,0
C0079298,4.95E-05
C0079304,0.000148625
C0079319,0
C0079321,0
C0079323,6.11E-07
C0079337,0.000182668
C0079338,2.16E-07
C0079365,0
C0079366,0
C0079377,9.55E-07
C0079379,8.52E-08
C0079380,1.57E-05
C0079382,3.92E-06
C0079394,2.73E-07
C0079395,0
C0079399,2.49E-05
C0079405,1.06E-07
C0079407,3.30E-05
C0079408,2.41E-07
C0079409,5.77E-09
C0079411,4.77E-07
C0079419,0.000572677
C0079423,4.68E-07
C0079427,0.000318452
C0079429,4.89E-05
C0079441,1.00E-06
C0079459,0.000101917
C0079460,8.34E-05
C0079466,0
C0079469,0
C0079471,0
C0079474,1.04E-06
C0079483,4.86E-06
C0079488,7.44E-05
C0079490,0
C0079500,5.28E-05
C0079506,1.49E-06
C0079507,0
C0079517,0
C0079522,3.09E-06
C0079532,0
C0079543,4.65E-07
C0079547,0
C0079581,0
C0079594,4.89E-05
C0079595,5.72E-05
C0079600,2.04E-06
C0079604,1.15E-05
C0079607,0
C0079609,0
C0079611,5.61E-05
C0079612,5.25E-07
C0079613,0.000296298
C0079619,0
C0079633,0.000965333
C0079637,1.54E-06
C0079639,2.50E-07
C0079646,0
C0079652,0
C0079679,1.19E-06
C0079680,3.64E-08
C0079686,3.21E-07
C0079695,4.91E-05
C0079717,1.55E-06
C0079718,0
C0079722,1.26E-05
C0079731,0.000100521
C0079744,4.96E-05
C0079745,4.87E-05
C0079758,6.10E-07
C0079772,7.70E-05
C0079773,2.22E-06
C0079774,5.95E-08
C0079784,3.98E-06
C0079785,3.49E-07
C0079809,0
C0079835,2.85E-05
C0079840,2.06E-06
C0079850,2.07E-06
C0079851,1.26E-07
C0079868,0
C0079870,7.10E-05
C0079883,0
C0079891,8.11E-06
C0079904,0.002010797
C0079925,6.96E-05
C0079936,0
C0079940,0
C0079941,0.001142974
C0079949,4.53E-07
C0079989,3.24E-07
C0080024,5.65E-06
C0080032,0
C0080038,4.94E-09
C0080048,0.000109148
C0080054,1.29E-06
C0080055,4.44E-07
C0080058,0.000111657
C0080065,0
C0080078,9.00E-08
C0080089,0.000233175
C0080093,4.97E-05
C0080101,4.95E-07
C0080103,0.000430958
C0080105,7.00E-05
C0080113,5.17E-05
C0080124,2.50E-07
C0080125,4.90E-05
C0080133,0
C0080142,0
C0080143,3.22E-06
C0080151,0
C0080153,4.87E-05
C0080178,5.91E-06
C0080179,2.34E-06
C0080180,1.85E-06
C0080194,1.85E-05
C0080202,6.55E-05
C0080203,4.87E-05
C0080222,0.000330778
C0080232,0
C0080233,0
C0080236,2.36E-08
C0080245,0
C0080264,6.44E-06
C0080274,0
C0080276,5.81E-07
C0080306,5.30E-07
C0080309,4.87E-05
C0080310,8.99E-06
C0080311,6.66E-06
C0080331,7.30E-07
C0080332,2.05E-06
C0081002,1.97E-08
C0081487,0
C0081620,0
C0081660,0
C0081712,0
C0081714,7.97E-05
C0081757,2.59E-08
C0081758,0
C0081786,2.94E-05
C0081876,2.65E-06
C0081880,0
C0081889,0
C0081937,0.000202736
C0081938,1.76E-06
C0081939,0
C0081963,9.95E-08
C0082013,6.39E-08
C0082068,0
C0082181,0
C0082236,0
C0082420,4.87E-05
C0082517,0
C0082529,0.000100078
C0082584,4.98E-05
C0082607,6.38E-06
C0082608,0
C0082646,4.92E-05
C0082711,0
C0082731,4.45E-06
C0082774,4.89E-05
C0082859,3.09E-08
C0082965,0
C0082978,3.36E-08
C0083026,0
C0083029,5.18E-09
C0083031,6.92E-07
C0083032,0
C0083136,2.09E-08
C0083183,5.13E-07
C0083188,5.58E-08
C0083220,0
C0083271,0
C0083300,0
C0083355,1.62E-07
C0083381,9.99E-07
C0083453,7.86E-08
C0083536,3.54E-07
C0083701,6.01E-09
C0083735,1.81E-06
C0083792,0
C0083807,0
C0083838,6.85E-07
C0083867,1.69E-05
C0083970,0
C0083990,0
C0084057,0
C0084065,0
C0084088,0
C0084113,2.98E-06
C0084126,0
C0084172,0
C0084178,4.91E-05
C0084219,0
C0084378,5.43E-06
C0084454,7.25E-09
C0084692,6.13E-05
C0084785,0
C0084795,2.70E-07
C0084844,5.11E-05
C0084866,2.73E-06
C0084873,0
C0084913,5.64E-07
C0084929,0
C0084977,1.29E-07
C0084985,0
C0084990,0
C0085073,0
C0085076,0.000151351
C0085078,7.73E-08
C0085079,0
C0085080,0.000237803
C0085082,0
C0085083,0
C0085084,5.45E-05
C0085086,0
C0085087,6.64E-07
C0085093,6.29E-08
C0085094,0
C0085096,7.19E-05
C0085097,0
C0085098,1.13E-05
C0085101,4.15E-05
C0085103,2.43E-07
C0085104,0.002197766
C0085106,0
C0085110,8.18E-05
C0085111,0
C0085112,3.09E-06
C0085114,1.23E-09
C0085115,0
C0085116,2.42E-06
C0085117,0
C0085119,1.03E-06
C0085129,5.66E-05
C0085133,0
C0085136,3.25E-06
C0085139,0
C0085140,5.01E-05
C0085148,0
C0085149,5.13E-05
C0085150,2.91E-05
C0085151,6.51E-06
C0085153,3.74E-07
C0085155,4.87E-05
C0085158,1.11E-06
C0085162,0.00015259
C0085164,9.40E-05
C0085165,0
C0085166,0
C0085167,0
C0085171,0
C0085173,0
C0085174,8.26E-08
C0085175,0
C0085177,0.000209531
C0085178,2.26E-08
C0085180,0
C0085183,3.72E-06
C0085187,8.51E-07
C0085188,2.64E-07
C0085194,9.74E-05
C0085196,0
C0085198,0.000232966
C0085201,1.23E-05
C0085203,1.38E-05
C0085204,1.82E-07
C0085207,0.000119003
C0085208,1.44E-07
C0085209,4.34E-07
C0085215,9.76E-08
C0085218,3.79E-06
C0085220,4.88E-05
C0085226,0
C0085228,0
C0085232,6.42E-05
C0085234,0
C0085236,0.000302426
C0085238,6.36E-06
C0085239,0
C0085240,2.10E-06
C0085241,0
C0085242,3.66E-07
C0085243,2.00E-05
C0085245,4.89E-05
C0085246,1.57E-06
C0085247,0
C0085249,6.43E-05
C0085253,1.25E-06
C0085254,0
C0085255,1.59E-07
C0085259,3.94E-06
C0085261,0
C0085262,5.21E-07
C0085263,5.62E-06
C0085264,0
C0085268,5.22E-05
C0085270,0
C0085271,2.91E-06
C0085273,2.71E-08
C0085275,2.00E-07
C0085278,2.91E-05
C0085279,1.24E-05
C0085280,0
C0085281,0.000131656
C0085283,0
C0085287,0
C0085290,5.54E-08
C0085293,1.80E-05
C0085294,0.000239354
C0085295,0.001112715
C0085297,0.000242965
C0085298,8.96E-06
C0085301,1.26E-07
C0085305,0.000220714
C0085306,0.000730374
C0085315,3.09E-07
C0085319,6.35E-07
C0085324,0
C0085328,0
C0085329,0
C0085355,2.43E-07
C0085358,0
C0085370,5.38E-08
C0085376,8.12E-09
C0085377,1.19E-06
C0085379,0
C0085380,0
C0085381,4.88E-05
C0085383,6.13E-07
C0085384,0
C0085387,9.74E-05
C0085391,1.09E-06
C0085393,0.000517634
C0085399,1.96E-06
C0085400,1.07E-08
C0085401,1.34E-06
C0085403,4.53E-06
C0085405,1.75E-05
C0085406,2.25E-07
C0085407,3.57E-06
C0085410,0
C0085411,5.15E-05
C0085413,9.85E-05
C0085414,0
C0085416,2.62E-06
C0085418,1.73E-05
C0085421,1.07E-06
C0085423,3.76E-06
C0085424,6.32E-07
C0085427,1.03E-07
C0085430,1.91E-05
C0085431,7.53E-08
C0085432,0
C0085435,7.23E-07
C0085436,5.51E-05
C0085437,2.64E-05
C0085440,0
C0085442,1.38E-06
C0085456,0
C0085458,0
C0085464,1.27E-05
C0085467,2.54E-06
C0085470,0
C0085472,0
C0085474,0
C0085478,1.98E-07
C0085479,0
C0085484,4.12E-08
C0085487,0
C0085489,3.32E-06
C0085490,5.05E-05
C0085491,3.35E-08
C0085493,0
C0085494,7.41E-05
C0085495,9.88E-08
C0085498,5.47E-08
C0085504,1.14E-07
C0085508,4.89E-05
C0085512,6.27E-05
C0085515,0
C0085520,4.66E-06
C0085532,0.00011656
C0085533,0.000109644
C0085535,0
C0085536,0
C0085537,0.000339946
C0085540,0
C0085542,9.01E-08
C0085546,0
C0085549,9.75E-05
C0085554,0
C0085555,3.42E-06
C0085556,0
C0085557,8.13E-05
C0085559,6.62E-05
C0085565,6.17E-08
C0085566,2.07E-08
C0085568,0
C0085569,0
C0085580,5.52E-06
C0085581,2.20E-07
C0085584,0.000158546
C0085590,0.000192746
C0085593,1.86E-05
C0085594,0
C0085605,7.16E-05
C0085608,1.22E-06
C0085610,4.93E-06
C0085611,9.95E-07
C0085612,7.73E-05
C0085614,2.35E-09
C0085615,1.22E-09
C0085616,5.22E-05
C0085618,0
C0085620,0
C0085621,0
C0085624,3.35E-07
C0085625,0
C0085628,3.47E-07
C0085631,2.73E-05
C0085632,2.43E-06
C0085633,5.53E-05
C0085635,5.80E-06
C0085636,1.60E-05
C0085637,0
C0085639,0.000101303
C0085642,8.74E-08
C0085650,7.49E-08
C0085652,2.70E-06
C0085655,2.49E-06
C0085663,2.21E-07
C0085668,3.64E-06
C0085669,8.41E-07
C0085671,2.94E-07
C0085672,6.92E-05
C0085673,6.53E-06
C0085678,8.72E-05
C0085679,0
C0085682,0
C0085692,1.21E-05
C0085694,1.32E-07
C0085695,1.66E-06
C0085702,0
C0085704,0.000162712
C0085732,0.000283704
C0085740,0
C0085741,0
C0085742,9.23E-06
C0085748,0
C0085751,1.17E-05
C0085752,5.38E-07
C0085756,0.00017764
C0085762,1.51E-07
C0085786,4.93E-05
C0085795,7.61E-06
C0085801,0
C0085805,2.65E-06
C0085808,5.36E-07
C0085820,3.07E-05
C0085826,3.66E-05
C0085828,6.20E-05
C0085842,3.63E-08
C0085845,8.21E-06
C0085846,0
C0085853,9.79E-05
C0085860,0
C0085872,1.84E-08
C0085873,1.94E-06
C0085880,3.02E-06
C0085883,9.13E-06
C0085925,6.68E-06
C0085933,0
C0085936,4.61E-08
C0085940,0
C0085957,4.07E-06
C0085966,6.16E-08
C0085973,5.47E-07
C0085979,0.000141876
C0085983,3.44E-07
C0085990,0
C0086008,0
C0086027,3.27E-07
C0086032,0
C0086034,0
C0086045,2.73E-06
C0086059,0
C0086073,4.87E-05
C0086109,0
C0086120,5.13E-05
C0086123,1.32E-07
C0086132,0.000466368
C0086133,0
C0086140,1.76E-05
C0086143,0.000344422
C0086152,5.06E-07
C0086153,7.55E-05
C0086168,0.000149579
C0086180,0
C0086190,1.42E-06
C0086194,0
C0086195,0
C0086196,0
C0086206,4.49E-08
C0086208,5.97E-08
C0086209,1.26E-06
C0086215,0
C0086225,9.57E-06
C0086227,0
C0086231,0.000269981
C0086244,1.31E-05
C0086246,0
C0086252,1.46E-05
C0086267,1.31E-08
C0086279,2.23E-06
C0086282,0.000258793
C0086287,9.85E-05
C0086300,0
C0086305,3.24E-07
C0086312,1.67E-06
C0086313,0
C0086325,0
C0086330,3.67E-06
C0086335,0
C0086344,8.42E-05
C0086367,0
C0086369,4.87E-05
C0086376,0.000210748
C0086384,2.40E-06
C0086390,3.77E-06
C0086409,0.000135823
C0086413,7.59E-06
C0086418,0.026734444
C0086427,6.55E-07
C0086437,0
C0086438,6.08E-06
C0086439,5.39E-06
C0086440,1.07E-07
C0086459,0
C0086492,2.25E-08
C0086510,0
C0086511,0.000120624
C0086519,7.58E-08
C0086523,0
C0086525,0
C0086528,2.07E-06
C0086529,9.15E-09
C0086530,4.87E-05
C0086540,0
C0086543,6.26E-05
C0086565,7.00E-06
C0086571,7.92E-07
C0086574,5.83E-05
C0086582,0.000283708
C0086584,1.33E-06
C0086586,4.58E-07
C0086597,1.80E-07
C0086610,4.87E-05
C0086625,0
C0086628,0
C0086645,0
C0086652,0
C0086658,0
C0086661,0.000113854
C0086685,1.45E-07
C0086692,0.000101157
C0086706,0
C0086707,0
C0086709,0
C0086715,2.64E-07
C0086749,2.50E-07
C0086750,0
C0086751,1.77E-06
C0086767,0
C0086769,2.70E-06
C0086774,6.60E-08
C0086776,0.000215603
C0086795,0
C0086816,0
C0086818,2.56E-06
C0086820,1.97E-07
C0086825,1.08E-06
C0086858,5.29E-05
C0086860,0.000457996
C0086873,0
C0086890,0.000295097
C0086893,2.26E-06
C0086898,0
C0086907,9.73E-07
C0086908,2.51E-06
C0086911,3.32E-06
C0086912,6.71E-07
C0086914,0
C0086915,4.87E-05
C0086918,0
C0086930,6.80E-05
C0086931,1.35E-05
C0086934,5.22E-07
C0086943,1.36E-08
C0086944,5.55E-05
C0086949,0
C0086965,3.92E-06
C0086966,0
C0086969,6.85E-06
C0086971,4.71E-07
C0086972,0
C0086982,0.00073634
C0087009,0.00013435
C0087028,0
C0087031,6.50E-07
C0087032,0
C0087044,0.000384693
C0087049,1.30E-06
C0087071,0
C0087081,2.41E-08
C0087086,0.000911685
C0087111,0.005687052
C0087113,5.34E-06
C0087114,7.90E-05
C0087123,0
C0087124,0
C0087130,0.000483506
C0087134,8.88E-07
C0087135,0
C0087136,1.37E-06
C0087138,0
C0087153,0.000259565
C0087163,4.87E-05
C0087165,0
C0087169,0
C0087172,1.25E-06
C0087870,4.87E-05
C0088321,2.88E-08
C0088341,6.57E-09
C0088359,7.01E-05
C0089067,0
C0089266,0
C0089267,0
C0089793,5.54E-05
C0089795,2.81E-07
C0090388,3.43E-06
C0090425,0
C0092764,0
C0092801,1.42E-07
C0096069,4.87E-05
C0096872,0
C0097101,0
C0097122,0
C0097797,0
C0098148,0
C0099085,3.43E-08
C0099513,0
C0100261,0
C0100627,0
C0100672,7.95E-06
C0100724,4.89E-05
C0100804,5.84E-05
C0100994,6.91E-08
C0101303,2.06E-06
C0101379,2.82E-07
C0101389,0
C0101583,0
C0101725,5.61E-06
C0102118,1.91E-07
C0102137,5.25E-05
C0102561,0
C0102697,0
C0102793,0
C0103045,0
C0103071,0
C0103073,0
C0103202,0
C0103306,0.000101772
C0103396,0
C0103403,3.29E-06
C0103404,5.04E-05
C0103575,0
C0103647,4.45E-06
C0104013,4.87E-05
C0104230,0
C0104398,6.27E-08
C0104737,0
C0104746,0
C0105185,4.92E-05
C0105753,0
C0105770,0.000276646
C0106006,6.26E-07
C0106127,4.93E-05
C0106453,0
C0106555,0
C0106556,0
C0106893,0
C0106964,0
C0107053,6.49E-06
C0107103,1.66E-05
C0107264,0
C0107994,0
C0108066,1.92E-06
C0108082,0.000131082
C0108141,1.46E-08
C0108171,0
C0108178,0
C0108187,6.56E-07
C0108225,1.39E-06
C0108263,0
C0108282,0
C0108401,2.01E-07
C0108434,2.14E-08
C0108453,3.06E-08
C0108554,9.83E-07
C0108555,2.26E-05
C0108747,1.78E-09
C0108748,4.87E-05
C0108793,7.07E-07
C0108796,0
C0108797,0
C0108801,9.74E-05
C0108855,5.60E-07
C0108939,4.87E-05
C0108969,0
C0109271,0
C0109272,1.46E-06
C0109329,4.88E-05
C0109497,0
C0109710,0
C0110116,0
C0110610,0.000107384
C0110611,7.75E-06
C0110613,4.11E-05
C0111197,9.26E-07
C0111208,2.65E-06
C0111429,4.88E-05
C0111840,0
C0111890,1.19E-07
C0113089,2.92E-07
C0113211,0
C0113293,0.000248899
C0114217,5.74E-07
C0114832,1.21E-05
C0114838,9.85E-05
C0114873,0
C0114967,0
C0115305,2.60E-05
C0115471,7.47E-08
C0115922,2.61E-07
C0116397,0
C0116555,0
C0116569,2.18E-06
C0116591,0
C0117059,7.36E-07
C0117151,0
C0117738,0
C0117996,5.95E-05
C0118022,3.31E-05
C0118036,0
C0118522,0.000381893
C0118891,0
C0119053,4.87E-05
C0119082,2.68E-07
C0119093,5.14E-05
C0119192,0
C0119432,0
C0119452,5.02E-05
C0120285,0.000233539
C0120447,4.87E-05
C0120465,4.61E-06
C0120742,0
C0121453,0
C0121459,0
C0121463,7.73E-06
C0121772,9.91E-05
C0121925,0
C0122005,0
C0122013,4.87E-05
C0122040,0
C0122208,0
C0122577,1.24E-06
C0122626,0
C0122734,3.73E-08
C0122922,9.74E-05
C0122932,4.70E-08
C0123047,1.11E-06
C0123091,5.72E-07
C0123242,0
C0123259,2.12E-07
C0123263,2.56E-06
C0123538,3.65E-06
C0123707,7.52E-07
C0123745,0
C0123759,0.000202494
C0123771,1.21E-06
C0123780,1.98E-06
C0123931,0
C0123987,0
C0124209,0
C0124235,3.46E-06
C0124869,0
C0125090,3.37E-08
C0125258,0
C0125271,0
C0125440,1.21E-07
C0125606,1.75E-06
C0125619,3.06E-07
C0125656,0
C0125821,4.48E-07
C0125946,4.87E-05
C0126174,5.47E-06
C0126378,2.59E-08
C0126732,0.000253623
C0126791,2.99E-08
C0126900,5.69E-08
C0127023,0
C0127082,8.14E-07
C0127306,0
C0127400,3.23E-07
C0127612,0
C0127615,5.35E-06
C0128062,0
C0128329,2.84E-06
C0128513,9.50E-06
C0128546,1.09E-05
C0128608,5.28E-09
C0128634,4.71E-09
C0128818,2.17E-07
C0128897,6.09E-05
C0128915,0
C0129975,9.05E-06
C0130137,3.66E-07
C0130296,0
C0131373,0
C0132132,0
C0132260,5.20E-05
C0132298,8.13E-08
C0132309,0
C0132326,5.57E-08
C0132348,4.90E-05
C0132515,4.87E-05
C0132555,5.18E-05
C0132768,2.99E-08
C0132800,1.06E-08
C0133553,0
C0133819,1.18E-08
C0133821,0
C0133930,0
C0133937,1.06E-08
C0133938,0
C0134006,0
C0134026,0
C0134337,0
C0134835,1.36E-05
C0134982,1.24E-07
C0134983,0
C0134992,0
C0135118,0
C0135262,0
C0135575,4.88E-05
C0135710,4.87E-05
C0136026,0
C0136072,2.00E-08
