Node,BC
C2350596,3.03E-08
C2350622,0
C2350701,0
C2350739,0
C2350742,0
C2350764,0
C2350824,1.76E-09
C2350828,0
C2350831,0
C2350866,0
C2350877,1.05E-07
C2350989,0
C2351132,0
C2351257,0
C2351398,0
C2352110,0
C2352646,0
C2352715,5.31E-05
C2352801,0
C2352806,0
C2352984,0
C2353079,0
C2353543,1.19E-06
C2353679,0
C2353893,9.27E-09
C2353951,5.92E-05
C2354065,0
C2354285,0
C2354796,0
C2355434,0
C2355587,0
C2355627,4.95E-05
C2356088,2.17E-08
C2359834,6.14E-07
C2359836,0
C2359945,0
C2360312,0
C2360338,0
C2360340,7.62E-09
C2360551,5.52E-07
C2361201,0
C2361980,0
C2362049,0
C2362067,1.12E-05
C2362085,0
C2362103,1.22E-06
C2362324,3.34E-06
C2362326,1.13E-06
C2362501,0
C2362502,2.25E-06
C2362507,0
C2362527,4.44E-06
C2362545,1.58E-08
C2362546,6.80E-07
C2362561,5.81E-07
C2362565,3.28E-06
C2362914,2.24E-08
C2363035,0
C2363670,3.92E-06
C2363736,0
C2363755,0
C2363771,1.17E-06
C2363781,5.29E-07
C2363836,0
C2363923,0
C2363939,0
C2363964,2.99E-06
C2363973,2.30E-06
C2363978,4.35E-07
C2364009,3.71E-07
C2364010,2.43E-06
C2364082,0.000152142
C2364105,0
C2364111,7.23E-06
C2364135,0.00027741
C2364172,6.17E-05
C2364204,7.12E-07
C2364291,2.79E-06
C2364300,0
C2364481,3.70E-08
C2365082,0
C2367228,0
C2367746,5.84E-05
C2368066,0
C2368628,5.99E-07
C2369149,0
C2369992,3.23E-07
C2370331,4.85E-07
C2370811,0
C2370864,1.20E-08
C2370884,5.05E-05
C2370955,2.31E-06
C2371089,0
C2371165,0
C2371283,5.56E-06
C2371613,0
C2371722,0
C2371871,0
C2371924,0
C2371925,4.58E-07
C2371939,0
C2371973,0
C2457024,0
C2459616,0
C2459996,0
C2500064,0
C2551393,0
C2584300,0
C2584301,5.59E-05
C2584310,0
C2584321,0.000126918
C2584423,1.23E-05
C2584434,0
C2584460,0
C2584556,2.14E-08
C2584567,0
C2584606,8.56E-09
C2584620,1.36E-07
C2584683,1.94E-06
C2584756,0
C2584777,0
C2584778,1.22E-06
C2585175,0
C2585282,0
C2585317,0
C2585390,4.10E-08
C2585424,0
C2585575,0
C2585653,1.02E-06
C2585744,7.34E-06
C2585749,0
C2585969,0
C2586056,4.87E-05
C2586211,4.54E-06
C2586227,7.96E-07
C2586298,6.41E-07
C2586305,0
C2586323,0
C2587207,2.57E-06
C2587212,2.99E-08
C2591489,0
C2594855,0
C2597943,2.26E-06
C2598387,3.20E-07
C2599406,0
C2599415,0
C2599768,0
C2599806,0
C2599808,0
C2599849,0
C2599885,0
C2599893,1.45E-05
C2599948,0
C2599957,6.32E-08
C2603343,0.009734186
C2604307,0
C2604695,1.10E-07
C2604824,0
C2604919,0
C2605239,0
C2605266,0
C2605855,5.94E-08
C2605865,0
C2606019,0
C2606236,0
C2606255,0
C2606556,1.74E-07
C2606637,1.12E-05
C2606646,0
C2606712,0
C2607366,0
C2607565,0
C2607742,0
C2607857,6.36E-07
C2607886,0
C2607887,4.87E-05
C2608114,6.17E-05
C2608262,0
C2608320,1.63E-05
C2609129,4.87E-05
C2609162,1.53E-07
C2609166,0
C2609176,1.61E-08
C2609247,4.20E-07
C2609271,0
C2609414,3.80E-06
C2609570,5.03E-07
C2610186,0.000249187
C2610216,0
C2610231,4.87E-05
C2610414,1.46E-06
C2610415,0
C2610466,0
C2610474,1.43E-07
C2610566,6.96E-07
C2610574,0
C2610690,9.99E-08
C2610739,0
C2610891,1.96E-05
C2610925,0
C2610947,4.86E-06
C2610958,7.53E-05
C2610960,0.000116542
C2610986,4.89E-05
C2611014,0
C2611204,4.61E-09
C2611253,0
C2611255,0
C2611279,0
C2611689,5.66E-08
C2611772,0.000109238
C2611777,0
C2611786,8.16E-06
C2611812,1.29E-05
C2611831,8.15E-08
C2611837,0
C2611926,0
C2611954,1.18E-06
C2612061,1.62E-08
C2612383,0
C2612406,0
C2612422,1.56E-07
C2612504,0
C2612542,0
C2612546,1.18E-06
C2612628,0
C2612762,1.84E-07
C2612852,0
C2613185,5.62E-08
C2613267,3.37E-06
C2613365,0
C2613367,5.00E-06
C2617639,0
C2619572,7.64E-09
C2624447,0
C2625439,1.22E-09
C2630947,0
C2647999,4.69E-08
C2648657,0
C2650008,0
C2652460,7.36E-07
C2662968,5.51E-07
C2663415,2.65E-08
C2663633,0
C2672056,2.39E-08
C2673180,0
C2673338,0
C2673579,0
C2673583,0
C2673594,2.10E-08
C2673622,5.59E-06
C2673776,7.36E-07
C2673788,0
C2674163,0
C2674178,0
C2674387,0
C2674422,0
C2674432,0
C2674584,0
C2674610,0
C2674853,0
C2675111,0
C2675145,0
C2675227,1.63E-07
C2675234,0
C2675556,0
C2675896,9.68E-07
C2675972,1.49E-06
C2676137,4.87E-05
C2676282,0
C2676460,0
C2676468,0
C2676671,0
C2676739,0.000121246
C2677092,0
C2677107,0
C2677316,6.46E-07
C2677362,0
C2677484,0
C2677707,0
C2678065,0
C2678242,0
C2678248,0
C2678268,0
C2678378,6.93E-07
C2678526,4.87E-05
C2678549,0
C2680470,0
C2681088,0
C2681106,0
C2681230,0
C2681309,1.48E-07
C2681352,0
C2681538,3.01E-06
C2681660,3.82E-07
C2681714,0
C2681797,7.68E-08
C2681835,0
C2681866,1.67E-05
C2695909,0
C2697304,2.00E-06
C2697310,2.61E-07
C2697368,0
C2697513,0
C2697632,0
C2697642,0
C2697654,0
C2697663,1.13E-09
C2697664,0
C2697665,0
C2697666,0.000257482
C2697672,0
C2697752,0
C2697883,3.29E-06
C2697884,4.40E-08
C2697887,0
C2697908,0
C2697913,0
C2697932,0
C2697949,1.61E-07
C2697961,0
C2698056,0
C2698217,5.39E-08
C2698234,0
C2698332,0
C2698419,0
C2698508,0
C2698524,0
C2698565,2.93E-06
C2698692,0
C2698694,5.87E-08
C2698720,6.90E-08
C2698764,0
C2698767,4.87E-05
C2698794,5.12E-08
C2698828,0
C2698829,0
C2698833,0
C2698870,6.16E-09
C2698903,4.87E-05
C2698933,3.55E-06
C2698934,0
C2698936,4.29E-07
C2699028,0
C2699087,0
C2699101,2.40E-07
C2699119,9.41E-06
C2699153,4.47E-05
C2699239,2.92E-07
C2699315,9.80E-05
C2699323,4.87E-05
C2699328,9.98E-09
C2699356,0
C2699414,0.000152102
C2699479,0
C2699517,0
C2699543,0
C2699798,4.98E-05
C2699871,0
C2699873,0
C2699893,4.87E-05
C2699902,0
C2699997,1.52E-08
C2700041,1.27E-07
C2700087,7.44E-08
C2700166,3.57E-07
C2700185,0
C2700186,0
C2700196,0
C2700226,0
C2700258,8.09E-07
C2700280,0.00245594
C2700282,2.35E-07
C2700289,0
C2700396,1.52E-08
C2700413,1.95E-07
C2700415,0
C2700441,9.97E-05
C2700446,1.68E-08
C2700553,0
C2700616,0.000112271
C2700617,0
C2700619,1.04E-08
C2701451,0
C2701595,1.17E-06
C2701821,0
C2702333,1.30E-06
C2702456,0
C2706046,4.89E-05
C2707655,1.11E-07
C2708700,3.84E-07
C2708732,0
C2709150,0
C2709163,0
C2709164,0
C2709199,5.43E-05
C2709220,2.38E-07
C2711053,2.31E-08
C2711055,0
C2711194,0
C2711227,4.61E-07
C2711254,4.78E-06
C2711393,1.11E-06
C2711421,0
C2711456,0
C2711483,1.27E-07
C2711719,0
C2711734,6.63E-06
C2711836,3.93E-05
C2711956,0
C2711962,0
C2712015,4.96E-05
C2712042,0
C2712122,6.84E-06
C2712133,2.29E-06
C2712179,0
C2712185,1.37E-05
C2712360,2.83E-06
C2712385,0
C2712693,0
C2712715,0
C2712764,7.10E-08
C2712889,5.58E-07
C2713011,4.65E-08
C2713234,3.58E-07
C2713304,4.26E-08
C2713369,6.80E-10
C2713471,0
C2713497,2.35E-05
C2713498,0
C2713543,0
C2713544,8.25E-08
C2713587,0
C2713615,0
C2713632,1.77E-07
C2713669,1.19E-05
C2713871,3.64E-08
C2713885,8.39E-07
C2714104,0
C2714695,9.18E-08
C2715259,0
C2715305,0
C2715513,0
C2715771,0
C2716282,4.11E-07
C2716283,0
C2716501,1.37E-06
C2716627,0
C2717487,0
C2717719,3.16E-08
C2717745,5.12E-05
C2717747,0
C2717755,0
C2717764,2.43E-06
C2717775,1.48E-07
C2717777,0
C2717780,0
C2717789,5.00E-05
C2717792,1.79E-06
C2717796,2.94E-08
C2717799,0
C2717801,4.00E-05
C2717802,2.54E-07
C2717803,0
C2717817,1.11E-05
C2717839,0
C2717860,0
C2717864,0
C2717865,3.86E-06
C2717870,0
C2717875,4.99E-05
C2717878,0
C2717882,3.22E-07
C2717886,5.22E-05
C2717891,4.87E-05
C2717893,9.74E-05
C2717894,4.88E-05
C2717896,6.54E-09
C2717899,0
C2717901,0
C2717913,4.95E-05
C2717918,0
C2717924,0
C2717939,3.74E-08
C2717940,0.000457767
C2717955,0
C2717957,2.26E-06
C2717959,7.83E-05
C2717961,9.39E-05
C2717970,0.000139173
C2717971,1.83E-07
C2717972,0
C2717975,1.17E-06
C2717976,4.57E-07
C2717977,5.35E-06
C2717978,0
C2717992,2.37E-06
C2718001,0
C2718002,3.29E-06
C2718003,1.40E-07
C2718006,2.40E-08
C2718007,7.85E-07
C2718014,0
C2718015,0
C2718016,1.36E-06
C2718017,0
C2718023,0
C2718024,9.98E-09
C2718026,1.33E-07
C2718027,4.54E-07
C2718033,0
C2718044,0
C2718047,0
C2718048,0
C2718049,0
C2718051,0.000297576
C2718052,0
C2718053,6.66E-08
C2718059,5.07E-05
C2718067,0
C2718080,4.42E-06
C2718088,1.39E-06
C2718128,9.54E-07
C2718322,0
C2718533,0
C2718558,3.08E-08
C2718773,4.27E-06
C2719416,4.91E-05
C2719767,7.33E-08
C2720502,0
C2720503,0
C2720530,2.25E-08
C2720577,0
C2720748,5.85E-05
C2721267,0
C2721563,1.43E-07
C2721603,1.17E-06
C2721648,0
C2721652,0
C2721654,8.87E-08
C2722034,0
C2722359,2.65E-08
C2723235,5.05E-08
C2725876,0
C2726663,0
C2728316,0
C2728538,2.23E-06
C2728549,0
C2728999,0
C2729489,0
C2729499,0
C2732543,1.78E-05
C2732618,0.000146383
C2732635,0
C2732647,2.56E-07
C2732728,0
C2732807,1.81E-07
C2732809,0
C2732918,7.65E-10
C2733022,6.40E-05
C2733064,1.73E-07
C2733531,2.35E-09
C2733564,0
C2733591,1.66E-06
C2735147,0
C2735310,1.72E-06
C2735416,0
C2735670,2.92E-07
C2736545,0
C2737043,1.13E-06
C2737044,1.45E-08
C2740854,0
C2741638,8.85E-06
C2741673,6.48E-08
C2741935,0
C2742134,2.71E-07
C2742210,1.55E-08
C2742502,0
C2742503,7.36E-08
C2742538,4.88E-05
C2742590,2.08E-07
C2742797,1.34E-05
C2742813,0
C2743006,1.00E-07
C2743108,0
C2743231,7.21E-08
C2743345,0
C2743956,0
C2744535,0.010887986
C2744538,0
C2744539,1.72E-07
C2744563,8.48E-07
C2744579,0.000579024
C2744650,0
C2745311,1.31E-08
C2745784,0
C2745948,0
C2745955,8.50E-06
C2746010,0
C2746012,1.97E-07
C2746039,0
C2746041,9.88E-08
C2746051,0
C2746076,1.39E-05
C2746078,5.00E-05
C2746079,9.91E-08
C2746518,4.86E-07
C2747796,0
C2747816,1.35E-05
C2747824,7.70E-08
C2747827,0
C2747934,0
C2748208,1.55E-08
C2748260,7.73E-05
C2748351,0
C2748361,2.48E-08
C2748540,0
C2748572,0
C2748698,0
C2749237,0
C2749342,0
C2749393,0
C2749419,0
C2750118,0
C2750120,0
C2750127,0
C2750141,0
C2750203,0
C2750293,3.82E-07
C2750331,0
C2750590,2.21E-08
C2750821,0
C2751484,3.75E-06
C2751578,3.09E-07
C2751665,0
C2751835,0
C2751845,1.49E-06
C2752009,4.06E-07
C2752214,4.87E-05
C2752275,1.23E-08
C2752281,6.32E-06
C2752374,0
C2752456,0
C2752467,0
C2752522,1.27E-05
C2752541,2.09E-08
C2752549,8.87E-08
C2752589,0
C2752607,0
C2752630,7.56E-09
C2752702,0
C2752783,5.24E-09
C2752799,0
C2753068,0
C2753145,0
C2753220,0
C2753244,1.14E-07
C2753269,7.29E-07
C2753340,0
C2753390,1.03E-07
C2753459,6.09E-06
C2753504,0
C2753628,0
C2753811,0
C2753904,0
C2754005,0
C2754073,0
C2754080,0
C2754094,8.16E-08
C2754100,1.78E-06
C2754181,1.25E-07
C2754252,0
C2754414,1.33E-07
C2754641,0
C2754761,0
C2754810,0
C2754943,5.08E-06
C2754944,1.04E-07
C2754945,0
C2754960,0
C2754977,0
C2754978,2.56E-06
C2754991,0
C2754997,1.52E-07
C2755050,0
C2755105,0
C2755352,0
C2755388,4.34E-08
C2755524,0
C2755541,0
C2755558,2.37E-07
C2755608,1.85E-07
C2755742,1.30E-07
C2755756,2.31E-07
C2755839,0
C2755952,0
C2755994,1.09E-07
C2756001,0
C2756034,4.87E-05
C2756364,0
C2756786,4.01E-07
C2756969,4.91E-05
C2756983,1.07E-06
C2757036,0
C2758369,0
C2765498,0
C2767010,0
C2782820,0
C2785888,0
C2786697,0
C2789497,0
C2792641,0
C2796635,0
C2796914,2.43E-07
C2801444,0
C2803416,4.96E-05
C2803503,0
C2803549,1.54E-08
C2805535,0
C2806446,1.85E-08
C2806447,0.000290344
C2806448,0
C2806453,0.000109892
C2806454,4.13E-07
C2806456,4.17E-08
C2806457,2.25E-08
C2806458,1.45E-08
C2806460,3.19E-06
C2806461,0.000124252
C2806464,5.47E-08
C2807508,0
C2807562,1.59E-06
C2808451,0
C2816591,0
C2817682,0
C2820064,0
C2821127,0
C2825028,0
C2825138,0
C2825142,2.11E-05
C2825146,1.77E-08
C2825182,4.09E-08
C2825184,0
C2825185,1.77E-08
C2825187,0
C2825199,0
C2825200,4.43E-05
C2825217,4.66E-09
C2825233,0
C2825250,0
C2825306,0
C2825314,3.86E-07
C2825347,0.000277424
C2825348,0
C2825493,0
C2825495,2.27E-08
C2825502,7.09E-08
C2825568,0
C2825682,0
C2825796,0
C2825840,0
C2825853,1.02E-06
C2825871,0
C2825893,0
C2825900,2.51E-06
C2825951,1.92E-05
C2825972,0
C2826007,1.14E-07
C2826016,4.87E-05
C2826019,0
C2826021,1.25E-07
C2826076,2.79E-07
C2826077,0
C2826145,1.30E-07
C2826210,3.73E-05
C2826211,0
C2826232,7.51E-07
C2826244,0.000100474
C2826279,0.000100131
C2826293,2.82E-05
C2826325,9.93E-06
C2826333,0
C2826335,0
C2826342,0
C2826345,2.33E-07
C2826346,1.95E-07
C2826356,0
C2826362,0
C2826576,2.25E-06
C2826596,0
C2826603,0
C2826606,1.80E-08
C2826609,0
C2826729,0
C2826787,4.19E-06
C2826940,1.17E-07
C2827057,2.84E-09
C2827270,0
C2827365,0
C2827401,0
C2827404,8.56E-09
C2827433,4.96E-05
C2827434,0
C2827447,0
C2827454,0
C2827466,2.66E-08
C2827481,1.08E-08
C2827483,0
C2827486,2.11E-06
C2827563,7.77E-08
C2827582,2.68E-06
C2827631,5.63E-05
C2827661,0
C2827736,0
C2827774,0.000188126
C2827787,6.57E-09
C2827788,2.02E-08
C2827874,0
C2827950,8.79E-08
C2828060,0
C2828061,1.34E-08
C2828094,0
C2828102,0
C2828106,6.43E-07
C2828142,0
C2828242,0
C2828294,0
C2828299,0
C2828355,0
C2828386,3.73E-09
C2828720,0
C2828874,0
C2828961,8.09E-08
C2829252,1.00E-08
C2829488,0
C2829598,0
C2830012,0
C2830120,2.23E-06
C2830183,0
C2830448,0
C2836268,0
C2875901,0
C2880151,4.91E-09
C2880868,0
C2880869,0
C2881015,0
C2881086,2.51E-08
C2882088,0
C2882221,4.94E-05
C2886794,1.26E-05
C2887352,0
C2887411,4.63E-06
C2888171,4.93E-06
C2894027,1.78E-06
C2895206,3.34E-05
C2900458,3.84E-07
C2902981,1.79E-07
C2905612,0.000916335
C2907409,0
C2909036,0
C2909925,0
C2910138,9.64E-09
C2910953,0
C2911025,0
C2911645,1.03E-06
C2911685,2.14E-08
C2911692,0
C2911817,0
C2916903,0
C2917126,0
C2917212,0.000111359
C2917241,5.20E-08
C2917275,2.01E-09
C2917286,0
C2917328,0
C2917344,0
C2917356,0
C2917359,1.92E-05
C2917367,0
C2917376,0
C2917392,0
C2917405,0
C2917407,3.69E-06
C2917414,0
C2917435,3.79E-07
C2917446,0
C2917454,2.89E-08
C2917745,1.49E-06
C2919160,0
C2919279,6.17E-07
C2919333,1.93E-07
C2919352,0
C2919405,2.51E-06
C2919452,5.49E-08
C2919491,0
C2919536,2.83E-08
C2919552,0
C2919572,1.66E-06
C2919579,0
C2919584,0
C2919600,0
C2919615,0
C2919642,8.58E-05
C2919664,0
C2919715,0
C2919733,4.89E-05
C2919772,0
C2919778,0
C2919784,1.13E-07
C2919875,1.86E-08
C2919886,0
C2919931,0
C2919945,1.11E-05
C2921039,0
C2921106,3.57E-06
C2921179,0
C2921627,0
C2921946,7.63E-07
C2922257,0
C2922974,1.57E-05
C2923055,0
C2923069,0
C2923434,0
C2923668,0
C2923839,1.07E-05
C2924029,0
C2924233,0
C2924511,0
C2924519,0
C2924538,0
C2926602,1.38E-06
C2926606,3.19E-05
C2926735,0.002546423
C2927379,0
C2930041,1.21E-07
C2930113,1.02E-06
C2930155,0
C2930158,8.78E-07
C2930473,0
C2930474,2.27E-07
C2930481,0
C2930490,0
C2930505,0
C2930586,7.26E-05
C2930680,0
C2930696,1.35E-06
C2930749,0
C2930762,0
C2930789,1.90E-06
C2930824,4.93E-08
C2930826,1.15E-07
C2930966,1.93E-07
C2930967,1.03E-06
C2931015,0
C2931035,0
C2931133,1.95E-07
C2931185,0
C2931258,0
C2931343,0
C2931409,0
C2931610,0
C2931618,0
C2931689,0
C2931748,0
C2931758,0
C2931788,4.87E-07
C2931822,0.000190927
C2931826,4.66E-06
C2931854,1.53E-06
C2931926,1.80E-05
C2931958,0
C2933062,0
C2933334,0
C2933427,0
C2933874,0
C2933904,0
C2933944,0
C2934111,0
C2934193,0
C2934228,0
C2934380,1.77E-07
C2934611,4.87E-05
C2934718,1.99E-09
C2934749,4.41E-07
C2934781,0
C2935082,0
C2935149,0
C2935436,0
C2935561,0
C2935832,0
C2936173,0
C2936179,6.76E-07
C2936194,4.87E-05
C2936198,0
C2936200,3.81E-05
C2936203,0
C2936204,0.000198119
C2936207,0
C2936208,7.99E-05
C2936218,0
C2936234,0
C2936235,3.25E-06
C2936236,0
C2936239,0.000300088
C2936240,6.99E-07
C2936243,1.57E-06
C2936245,1.17E-08
C2936252,0
C2936258,0
C2936261,0
C2936266,4.87E-05
C2936267,1.08E-05
C2936268,3.72E-05
C2936272,1.22E-06
C2936286,0
C2936287,0
C2936290,5.06E-08
C2936303,6.66E-10
C2936328,8.79E-06
C2936329,6.52E-06
C2936330,4.87E-05
C2936333,1.05E-08
C2936334,3.04E-06
C2936335,1.88E-07
C2936341,0
C2936349,0
C2936350,2.25E-05
C2936351,0
C2936352,0
C2936361,0
C2936375,0
C2936377,5.08E-08
C2936379,0
C2936380,0
C2936381,1.64E-06
C2936397,1.04E-08
C2936399,0
C2936404,0
C2936405,9.29E-05
C2936411,3.20E-05
C2936412,1.65E-07
C2936413,3.89E-07
C2936441,0
C2936445,0
C2936452,7.56E-06
C2936470,0
C2936473,5.83E-08
C2936478,0
C2936490,6.58E-05
C2936492,0
C2936494,1.25E-06
C2936497,0
C2936498,1.05E-06
C2936499,2.82E-06
C2936506,0.000140828
C2936526,0
C2936529,0.000575938
C2936530,5.38E-08
C2936531,3.60E-08
C2936533,1.18E-07
C2936544,0
C2936546,0
C2936588,1.26E-06
C2936590,1.88E-07
C2936592,0
C2936597,0
C2936599,8.51E-08
C2936603,0
C2936605,2.23E-07
C2936606,0
C2936609,1.14E-08
C2936610,0
C2936612,4.92E-05
C2936615,0
C2936621,0.000241483
C2936622,4.87E-05
C2936624,4.22E-07
C2936626,2.50E-06
C2936632,1.49E-08
C2936637,9.19E-07
C2936643,3.83E-05
C2936664,0
C2936666,0.000114976
C2936695,0.000221621
C2936698,0
C2936717,2.15E-07
C2936719,9.01E-08
C2936721,0
C2936788,1.62E-06
C2936828,0
C2937228,0
C2937236,6.67E-09
C2937240,2.24E-08
C2937246,0
C2937247,0
C2937251,0
C2937289,1.71E-06
C2937290,3.40E-08
C2937292,4.16E-09
C2937319,9.50E-08
C2937358,0.00017789
C2938208,2.47E-08
C2938759,0
C2938912,0
C2938924,9.15E-06
C2938937,0
C2938983,3.40E-08
C2938992,0
C2939022,5.79E-08
C2939150,3.63E-07
C2939181,0
C2939193,0
C2939419,0.000589611
C2939434,0
C2939438,0
C2939447,0
C2939461,0.000131488
C2939462,0
C2939465,9.36E-07
C2939773,0
C2945560,4.95E-06
C2945566,0
C2945614,1.04E-06
C2945616,0
C2945625,6.01E-06
C2945626,2.26E-08
C2945638,0
C2945640,0.000143533
C2945649,0
C2945656,1.49E-06
C2945675,0
C2945676,3.14E-09
C2945677,0
C2945681,7.22E-07
C2945684,8.55E-08
C2945695,7.96E-05
C2945700,1.25E-06
C2945704,0.000184896
C2945710,5.34E-05
C2945724,1.42E-05
C2945730,0
C2945744,0
C2945751,0
C2945759,6.35E-06
C2945765,0
C2946647,2.17E-08
C2946875,0
C2947019,2.97E-05
C2948003,6.41E-07
C2949227,7.18E-08
C2952444,8.76E-06
C2952673,0
C2954117,0
C2954564,7.49E-06
C2957106,3.41E-06
C2958078,2.30E-06
C2958553,0
C2958681,1.01E-07
C2958857,0
C2959371,0
C2959378,0
C2959467,0
C2959478,8.94E-08
C2959490,0
C2959495,2.15E-08
C2959578,1.81E-07
C2959654,0
C2959683,0
C2959885,3.32E-05
C2959886,2.41E-05
C2959999,1.29E-07
C2960072,0
C2960127,1.03E-06
C2960129,0
C2960334,2.42E-08
C2960363,7.38E-07
C2960457,1.36E-07
C2960506,1.03E-08
C2960517,1.67E-08
C2960519,4.83E-06
C2960520,1.31E-05
C2960635,2.92E-08
C2960644,3.47E-06
C2960660,1.53E-07
C2960676,0
C2960746,0
C2960751,0
C2960813,0
C2961279,6.92E-08
C2961731,2.24E-05
C2961833,0
C2962221,2.79E-08
C2963157,0
C2963159,0
C2963164,4.87E-05
C2963182,7.65E-08
C2963216,0
C2963249,0
C2963268,0
C2963400,6.26E-08
C2963492,5.89E-05
C2964258,2.83E-08
C2970241,5.15E-09
C2973270,1.46E-07
C2973287,0
C2973446,4.94E-05
C2973511,0
C2973564,2.50E-08
C2973725,0.000161281
C2974289,1.83E-06
C2974521,5.53E-05
C2974540,1.77E-06
C2974938,0
C2975435,4.52E-06
C2975721,4.21E-06
C2976138,0
C2976239,0
C2976303,4.19E-06
C2977059,0
C2979880,0
C2979973,0
C2979982,1.84E-08
C2980074,0
C2980094,5.14E-06
C2980104,5.06E-07
C2981152,0
C2981323,0
C2981329,0
C2981367,4.25E-08
C2981722,1.38E-06
C2981837,0
C2982066,0
C2982078,0
C2982120,3.91E-09
C2982391,0.000310244
C2983134,0
C2983415,5.72E-08
C2983548,0
C2983567,1.17E-07
C2983605,2.65E-06
C2983609,0
C2983684,1.47E-07
C2983731,2.36E-06
C2983877,0
C2983891,8.67E-07
C2983957,2.46E-07
C2984031,7.23E-07
C2984037,0
C2984078,0
C2984091,0
C2984224,4.88E-05
C2984268,9.90E-06
C2984300,4.30E-07
C2984345,0
C2984578,0
C2984584,0
C2984586,1.27E-06
C2984589,0
C2984591,0
C2984763,0
C2984813,5.92E-07
C2984839,0
C2984840,4.87E-05
C2984963,0
C2985103,8.86E-08
C2985123,0
C2985204,0
C2985217,0
C2985231,0
C2985236,2.15E-08
C2985290,0
C2985294,2.31E-05
C2985296,1.13E-05
C2985307,5.07E-09
C2985334,0
C2985391,0
C2985393,5.32E-08
C2985394,4.02E-07
C2985398,0.000112843
C2985406,0
C2985408,0
C2985410,8.55E-06
C2985411,0
C2985415,4.07E-07
C2985420,3.77E-07
C2985434,0
C2985436,1.14E-08
C2985438,5.56E-05
C2985439,2.02E-06
C2985463,0
C2985465,4.33E-07
C2985467,0
C2985478,2.79E-06
C2985486,0
C2985494,3.34E-06
C2985496,3.08E-08
C2985502,1.35E-06
C2985505,0.000230671
C2985506,0
C2985513,7.73E-07
C2985515,0
C2985517,4.92E-05
C2985535,5.34E-05
C2985546,2.97E-06
C2985553,4.87E-05
C2985557,4.50E-07
C2985560,1.78E-05
C2985562,2.82E-07
C2985566,0.000223053
C2985607,0
C2986384,0.000159147
C2986386,8.38E-06
C2986418,9.75E-07
C2986423,0
C2986471,0
C2986480,1.25E-06
C2986489,2.01E-09
C2986494,4.18E-08
C2986500,0
C2986501,6.85E-09
C2986502,0
C2986511,2.02E-07
C2986516,7.31E-08
C2986517,0
C2986518,0
C2986522,1.72E-05
C2986524,8.90E-05
C2986530,0.000216301
C2986535,1.52E-06
C2986536,0
C2986547,2.31E-08
C2986561,5.14E-05
C2986565,0
C2986592,5.47E-05
C2986593,7.80E-08
C2986594,0.001724391
C2986605,4.87E-05
C2986608,0
C2986617,2.13E-07
C2986635,2.91E-08
C2986664,0
C2986665,5.26E-05
C2986675,2.40E-07
C2986682,5.43E-05
C2986691,0
C2986717,4.04E-06
C2986744,1.16E-06
C2986750,0
C2986769,1.61E-07
C2986783,0
C2986793,0
C2986808,4.87E-05
C2986868,4.47E-07
C2986872,1.40E-06
C2986972,0
C2987130,0
C2987134,2.56E-05
C2987167,2.48E-08
C2987222,0
C2987363,0
C2987378,1.71E-08
C2987417,0
C2987424,8.28E-07
C2987425,6.05E-08
C2987429,7.40E-08
C2987582,0
C2987603,7.18E-07
C2987620,4.88E-05
C2987624,9.83E-06
C2987634,0.000410903
C2987643,4.73E-08
C2987648,7.53E-06
C2987682,0.000121858
C2987723,0
C2987744,0
C2989359,0
C2993063,5.02E-05
C2996531,1.99E-09
C2998956,0
C3053990,0.00011968
C3067477,0
C3095063,3.00E-08
C3095064,0
C3100635,0
C3101753,0
C3102296,0
C3106762,0
C3127285,0
C3135457,5.17E-07
C3146221,6.02E-05
C3146223,0
C3146295,4.87E-05
C3146302,2.00E-05
C3146324,0
C3146639,0
C3147110,8.16E-06
C3147236,0
C3147645,9.31E-08
C3147660,1.01E-06
C3147783,5.16E-05
C3148559,9.74E-05
C3149729,2.62E-06
C3150238,0
C3150267,0
C3151153,0
C3151487,0
C3151529,2.59E-05
C3151563,0
C3151659,0
C3151685,0
C3152111,4.87E-05
C3152138,0
C3152252,0
C3152625,1.06E-06
C3152857,6.57E-07
C3154929,0
C3155423,0
C3155963,0
C3156099,0
C3156103,1.56E-08
C3156137,2.43E-08
C3156141,0
C3156318,0
C3156550,0
C3156570,0
C3156589,0
C3156591,1.22E-06
C3156592,0
C3156633,4.99E-08
C3156636,1.99E-07
C3156642,0.000105642
C3156643,0
C3156654,0
C3156665,0
C3156674,0
C3156680,0
C3156706,0
C3156718,0
C3156720,1.76E-07
C3156749,0
C3156755,0
C3156756,7.41E-09
C3156758,2.29E-06
C3156956,0
C3157043,1.47E-07
C3157086,0
C3157088,0
C3158115,0
C3158150,0
C3158359,7.33E-08
C3158362,1.38E-07
C3158384,7.11E-06
C3158717,0
C3158824,0
C3158957,2.30E-07
C3158980,0
C3159084,0
C3159116,0
C3159139,7.07E-07
C3159140,1.22E-05
C3159156,0
C3159205,0
C3159226,0
C3159309,0
C3160718,5.69E-05
C3160734,2.39E-06
C3160769,7.45E-08
C3160770,0
C3160813,2.62E-08
C3160815,6.72E-05
C3160824,7.06E-09
C3160856,0
C3160858,9.07E-05
C3160879,3.89E-09
C3160886,2.28E-06
C3160897,0
C3160898,0
C3160909,2.16E-06
C3160918,0
C3161031,0
C3161035,2.68E-07
C3161098,0
